_dataobs_,Race,Signs_Of_Mental_Illness,Body_Camera,Month,Region,REP_Armed_Category,REP_Mental_Illness,IMP_Age,_WARN_,F_Race,I_Race,_NODE_,P_Race0,P_Race1,Q_Race0,Q_Race1,V_Race0,V_Race1,R_Race0,R_Race1,U_Race
3143,1,0,0,8,Southeast,Sharp Weapon,No,49,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
3144,0,0,0,8,Northeast,Gun,No,32,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3145,0,0,0,8,West,Vehicle,No,19,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3146,1,0,0,8,West,Gun,No,21,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3147,0,0,0,8,West,Gun,No,32,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3148,1,0,0,8,Southeast,Sharp Weapon,No,25,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3149,0,0,0,8,Southwest,Unarmed,No,30,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3150,0,0,0,8,Southeast,Gun,No,36,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
3151,0,0,0,8,Southeast,Vehicle,No,54,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3152,0,0,0,7,Southwest,Gun,No,36.64517857,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3153,1,0,0,8,Southwest,Gun,No,18,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3154,0,0,0,8,Southeast,Sharp Weapon,No,57,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3155,1,0,1,8,Southeast,Gun,No,27,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
3156,0,0,0,8,Southwest,Sharp Weapon,No,52,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3157,0,0,0,8,Midwest,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3158,0,0,0,8,Northeast,Gun,No,49,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3159,0,0,0,8,Southeast,Gun,No,45,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3160,0,0,0,8,Southeast,Gun,No,36.64517857,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
3161,1,0,0,8,Midwest,Gun,No,51,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3162,0,0,0,8,West,Gun,No,49,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3163,0,0,0,8,Midwest,Gun,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3164,0,0,0,7,Midwest,Gun,No,28,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3165,1,0,0,8,Northeast,Gun,No,39,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
3166,0,0,0,8,Southeast,Gun,No,43,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3167,1,0,0,8,Midwest,Gun,No,25,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3168,0,0,0,8,West,Gun,No,69,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3169,1,0,0,8,Southeast,Gun,No,36.64517857,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
3170,0,0,1,8,West,Gun,No,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3171,0,0,0,8,Midwest,Gun,No,62,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3172,1,0,1,8,Southwest,Gun,No,27,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3173,0,0,1,8,West,Sharp Weapon,No,26,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3174,0,0,1,6,Southwest,Gun,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3175,0,0,0,8,West,Gun,No,31,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3176,0,0,0,8,West,Gun,No,39,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3177,0,0,0,8,Midwest,Sharp Weapon,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3178,0,0,0,8,Southwest,Toy Weapon,No,57,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3179,1,0,0,8,Midwest,Other Weapon,No,29,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3180,0,0,0,8,Southeast,Unarmed,No,39,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
3181,1,0,1,8,Southwest,Gun,No,18,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3182,0,0,0,8,Southeast,Undetermined,No,27,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3183,1,0,1,7,West,Unarmed,No,49,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3184,0,0,1,8,West,Unarmed,No,31,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3185,1,0,0,8,Southeast,Unarmed,No,33,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
3186,0,0,0,8,West,Undetermined,No,50,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3187,0,0,0,8,Southeast,Vehicle,No,20,,0,0,67,0.6875,0.3125,0.6875,0.3125,0.636363636,0.363636364,0.3125,-0.3125,0
3188,1,0,0,8,Southeast,Gun,No,37,,1,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,-0.568093385,0.568093385,0
3189,1,0,0,8,Southeast,Gun,No,30,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3190,0,0,0,8,Midwest,Sharp Weapon,No,28,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3191,1,0,0,8,Midwest,Gun,No,23,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
3192,0,0,1,9,Southwest,Vehicle,No,49,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3193,0,0,0,9,West,Gun,No,49,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3194,1,0,1,8,Midwest,Blunt Weapon,No,23,,1,0,67,0.6875,0.3125,0.6875,0.3125,0.636363636,0.363636364,-0.6875,0.6875,0
3195,0,0,0,8,Southwest,Gun,No,51,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3196,0,0,0,9,Southeast,Gun,No,30,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
3197,1,0,1,5,West,Gun,No,36,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3198,1,0,0,9,Midwest,Gun,No,28,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
3199,0,0,0,9,West,Sharp Weapon,No,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3200,1,0,0,9,West,Toy Weapon,No,24,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3201,0,0,0,9,Southwest,Sharp Weapon,No,40,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3202,1,0,0,9,West,Gun,No,42,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3203,0,0,0,9,Northeast,Unarmed,No,43,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3204,0,0,0,9,Midwest,Gun,No,20,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
3205,0,0,0,9,Southwest,Sharp Weapon,No,17,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3206,1,0,1,9,Southwest,Gun,No,27,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3207,0,0,0,9,West,Gun,No,41,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3208,1,0,0,9,Midwest,Gun,No,18,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
3209,0,0,0,9,Southwest,Gun,No,47,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3210,1,0,0,9,Southwest,Gun,No,36.64517857,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3211,0,0,0,9,Midwest,Undetermined,No,29,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
3212,0,0,0,9,West,Blunt Weapon,No,35,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3213,0,0,0,8,West,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3214,0,0,0,9,Midwest,Gun,No,77,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3215,1,0,0,9,West,Gun,No,53,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3216,1,0,1,9,Midwest,Sharp Weapon,No,31,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
3217,0,0,0,9,Southeast,Gun,No,33,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
3218,0,0,0,9,Southwest,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3219,1,0,0,9,Southeast,Unarmed,No,54,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
3220,0,0,0,9,West,Gun,No,43,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3221,1,0,0,9,West,Gun,No,18,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3222,0,0,0,9,West,Gun,No,63,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3223,0,0,0,9,Southeast,Gun,No,28,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
3224,0,0,0,9,Southeast,Undetermined,No,31,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
3225,0,0,0,9,Southwest,Gun,No,29,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3226,0,0,0,9,Southwest,Gun,No,74,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3227,1,0,0,9,Southeast,Sharp Weapon,No,49,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
3228,0,0,0,9,Southeast,Gun,No,64,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3229,0,0,0,9,Southeast,Gun,No,28,,0,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,0.540880503,-0.540880503,1
3230,0,0,0,9,Southwest,Unarmed,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3231,1,0,0,9,Southeast,Sharp Weapon,No,31,,1,1,71,0.459119497,0.540880503,0.459119497,0.540880503,0.457142857,0.542857143,-0.459119497,0.459119497,1
3232,1,0,1,9,Northeast,Gun,No,27,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
3233,0,0,0,9,Southeast,Gun,No,67,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3234,0,0,0,9,Midwest,Vehicle,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3235,0,0,0,9,West,Gun,No,36,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3236,0,0,0,10,Southeast,Gun,No,50,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3237,0,0,0,10,Southeast,Gun,No,75,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3238,0,0,0,10,Midwest,Gun,No,32,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3239,0,0,0,10,Southwest,Gun,No,33,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3240,0,0,0,10,Northeast,Gun,No,34,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
3241,1,0,1,10,Southwest,Gun,No,24,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3242,1,0,1,10,Southwest,Gun,No,31,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3243,0,0,0,10,West,Vehicle,No,48,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3244,0,0,0,10,Southwest,Sharp Weapon,No,31,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3245,1,0,0,10,Southwest,Blunt Weapon,No,37,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3246,0,0,0,10,Midwest,Vehicle,No,48,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3247,1,0,1,10,West,Gun,No,55,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3248,0,0,0,10,Southwest,Gun,No,17,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3249,1,0,1,10,Southwest,Unarmed,No,28,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3250,1,0,0,10,West,Gun,No,21,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3251,0,0,0,10,Southeast,Sharp Weapon,No,57,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3252,0,0,1,10,Southwest,Gun,No,58,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3253,0,0,0,10,Southwest,Gun,No,19,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3254,1,0,0,10,Southeast,Gun,No,61,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
3255,0,0,1,10,Southeast,Sharp Weapon,No,54,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3256,0,0,0,9,Midwest,Vehicle,No,34,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3257,0,0,0,10,West,Unarmed,No,30,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3258,1,0,0,10,Northeast,Gun,No,30,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3259,0,0,0,10,Southeast,Gun,No,28,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3260,1,0,0,10,West,Gun,No,21,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3261,0,0,0,10,West,Gun,No,28,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3262,0,0,0,10,West,Sharp Weapon,No,27,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3263,1,0,0,10,Southeast,Gun,No,34,,1,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,-0.752066116,0.752066116,0
3264,0,0,0,10,Midwest,Gun,No,21,,0,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,0.692307692,-0.692307692,1
3265,1,0,0,10,Midwest,Gun,No,30,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3266,0,0,0,10,Northeast,Sharp Weapon,No,38,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
3267,0,0,0,10,Southeast,Gun,No,53,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3268,0,0,0,10,West,Gun,No,39,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3269,0,0,0,10,Southwest,Gun,No,34,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3270,0,0,0,10,Southeast,Sharp Weapon,No,45,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3271,0,0,0,10,Southeast,Vehicle,No,19,,0,1,66,0.461538462,0.538461539,0.461538462,0.538461539,0.333333333,0.666666667,0.538461539,-0.538461538,1
3272,0,0,0,10,Southwest,Vehicle,No,47,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3273,0,0,0,10,Midwest,Gun,No,63,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3274,1,0,1,10,Southeast,Gun,No,39,,1,1,49,0.461538462,0.538461539,0.461538462,0.538461539,0.25,0.75,-0.461538462,0.461538462,1
3275,0,0,0,10,Southwest,Gun,No,40,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3276,0,0,1,10,Southwest,Gun,No,50,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3277,1,0,0,10,West,Gun,No,25,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3278,1,0,1,10,Southeast,Gun,No,45,,1,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,-0.769980507,0.769980507,0
3279,1,0,1,10,Northeast,Gun,No,29,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
3280,1,0,1,10,West,Gun,No,44,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3281,0,0,1,10,Midwest,Blunt Weapon,No,25,,0,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,0.646153846,-0.646153846,1
3282,1,0,1,10,Southeast,Gun,No,24,,1,1,32,0.307692308,0.692307692,0.307692308,0.692307692,0.357798165,0.642201835,-0.307692308,0.307692308,1
3283,0,0,0,10,Southeast,Gun,No,36.64517857,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
3284,1,0,0,11,Southwest,Gun,No,32,,1,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,-0.733662145,0.733662146,0
3285,0,0,0,11,Southeast,Sharp Weapon,No,29,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3286,0,0,0,11,Southeast,Undetermined,No,42,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3287,0,0,0,11,West,Gun,No,46,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3288,0,0,0,11,Southeast,Gun,No,41,,0,0,25,0.568093385,0.431906615,0.568093385,0.431906615,0.623762376,0.376237624,0.431906615,-0.431906615,0
3289,0,0,0,10,Southeast,Gun,No,34,,0,0,48,0.752066116,0.247933884,0.752066116,0.247933884,0.692307692,0.307692308,0.247933884,-0.247933884,0
3290,1,0,0,10,West,Gun,No,36.64517857,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3291,0,0,0,10,West,Sharp Weapon,No,62,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3292,1,0,0,11,Southwest,Gun,No,37,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3293,0,0,0,11,Southwest,Undetermined,No,20,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3294,0,0,0,11,Southwest,Gun,No,34,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3295,1,0,1,11,Midwest,Gun,No,48,,1,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,-0.806173726,0.806173726,0
3296,0,0,0,11,Midwest,Gun,No,58,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3297,1,0,0,11,Midwest,Gun,No,32,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3298,1,0,0,11,Southeast,Gun,No,31,,1,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,-0.621761658,0.621761658,0
3299,0,0,0,11,Southwest,Sharp Weapon,No,45,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3300,0,0,0,11,Southwest,Gun,No,38,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3301,0,0,0,11,Southwest,Gun,No,21,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3302,0,0,0,11,Midwest,Gun,No,31,,0,0,70,0.621761658,0.378238342,0.621761658,0.378238342,0.612903226,0.387096774,0.378238342,-0.378238342,0
3303,1,0,1,11,Southeast,Gun,No,32,,1,1,34,0.353846154,0.646153846,0.353846154,0.646153846,0.380952381,0.619047619,-0.353846154,0.353846154,1
3304,0,0,0,11,Southeast,Gun,No,66,,0,0,13,0.769980507,0.230019493,0.769980507,0.230019493,0.785714286,0.214285714,0.230019493,-0.230019493,0
3305,0,0,0,11,Midwest,Gun,No,37,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3306,0,0,0,11,West,Gun,No,22,,0,0,5,0.733662146,0.266337855,0.733662146,0.266337855,0.727272727,0.272727273,0.266337855,-0.266337855,0
3307,0,0,0,11,Southwest,Gun,No,39,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3308,0,0,0,11,West,Gun,No,59,,0,0,7,0.806173726,0.193826274,0.806173726,0.193826274,0.797945206,0.202054795,0.193826274,-0.193826274,0
3309,0,0,0,11,Southeast,Vehicle,No,20,,0,1,66,0.461538462,0.538461539,0.461538462,0.538461539,0.333333333,0.666666667,0.538461539,-0.538461538,1
